match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7026776921,NA,129,TRUE,10,2,232,518,6,0,0.6666667,0,0,4,0,52.525925
7026776921,108153832,14,TRUE,9,15,83,338,0,0,0.4848485,8,0,7,0,56.686615
7026776921,NA,67,TRUE,12,2,313,594,1,0,0.6969697,0,1,2,0,0
7026776921,89168996,30,TRUE,21,4,191,550,2,0,0.75757575,8,0,4,1,85.41117
7026776921,NA,17,TRUE,14,3,393,623,1,0,0.4090909,5,8,15,0,54.713493
7026776921,112281155,2,FALSE,6,13,129,321,0,0,0.56,0,0,3,0,0
7026776921,159878894,75,FALSE,0,18,65,209,0,0,0.44,4,4,0,0,0
7026776921,109475457,15,FALSE,4,12,345,486,0,0,0.44,0,1,2,0,0
7026776921,169370749,50,FALSE,4,13,50,259,0,0,0.68,12,2,6,0,24.212036
7026776921,NA,35,FALSE,10,10,301,534,4,1,0.68,2,1,6,0,0.066630855
