match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7026728213,150696353,73,TRUE,10,12,435,769,3,0,0.6052632,3,2,13,1,84.432625
7026728213,NA,119,TRUE,19,13,263,538,0,0,0.8947368,3,2,2,0,161.19876
7026728213,159878894,111,TRUE,6,12,61,298,1,0,0.7894737,5,0,0,0,84.9176
7026728213,109475457,18,TRUE,1,9,526,588,1,1,0.34210527,0,0,11,0,35.498634
7026728213,169370749,64,TRUE,2,16,130,349,0,0,0.6315789,13,0,1,0,104.83367
7026728213,NA,70,FALSE,29,11,294,675,0,2,0.75409836,0,0,8,0,30.00384
7026728213,1099836668,31,FALSE,6,7,91,362,0,0,0.6393443,11,1,7,0,0
7026728213,NA,21,FALSE,21,7,318,634,3,1,0.6229508,1,1,12,0,62.110203
7026728213,NA,84,FALSE,1,6,138,349,0,0,0.27868852,14,0,4,0,33.680767
7026728213,NA,99,FALSE,4,8,266,508,3,0,0.40983605,0,0,3,0,26.42316
