match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7028107621,NA,21,TRUE,12,9,272,542,3,0,0.5970149,6,1,9,0,149.73755
7028107621,100770879,87,TRUE,3,13,53,372,0,1,0.46268657,18,2,5,0,0
7028107621,165952835,32,TRUE,19,11,364,621,1,0,0.58208954,0,1,11,0,56.726364
7028107621,87197928,137,TRUE,12,11,239,470,2,0,0.5074627,0,0,6,0,90.40331
7028107621,1039139640,64,TRUE,21,12,526,775,2,1,0.67164177,1,2,15,0,161.41061
7028107621,NA,8,FALSE,23,11,494,695,6,1,0.53571427,1,1,8,1,25.611572
7028107621,NA,30,FALSE,13,17,94,439,0,0,0.5535714,21,4,11,0,67.94785
7028107621,NA,16,FALSE,5,9,369,574,0,0,0.75,0,0,6,0,88.692245
7028107621,NA,135,FALSE,5,11,346,507,2,0,0.58928573,7,1,2,0,17.802752
7028107621,NA,14,FALSE,8,20,209,417,1,0,0.5,1,0,2,0,72.63599
