match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7026589204,NA,14,TRUE,5,9,151,386,0,0,0.20754717,0,0,4,1,27.98764
7026589204,NA,52,TRUE,5,11,47,303,2,0,0.509434,4,0,2,0,35.25525
7026589204,102010263,48,TRUE,14,4,267,676,3,0,0.49056605,1,0,7,0,19.01885
7026589204,1024293852,30,TRUE,15,6,52,377,0,0,0.6603774,11,2,2,0,64.28993
7026589204,NA,41,TRUE,12,7,252,612,4,1,0.41509435,1,1,3,0,13.287357
7026589204,109475457,35,FALSE,15,7,289,627,1,0,0.6216216,0,0,3,0,0.10006835
7026589204,100770879,83,FALSE,2,9,36,254,0,0,0.6216216,5,4,1,0,48.919292
7026589204,159878894,51,FALSE,3,13,50,279,0,0,0.6216216,3,2,5,0,47.944454
7026589204,263601656,4,FALSE,6,12,101,319,0,0,0.4864865,2,0,9,0,0
7026589204,NA,65,FALSE,7,12,139,393,0,0,0.5405405,1,0,2,0,32.436035
