match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7030948057,100770879,83,TRUE,4,5,22,279,0,0,0.6122449,6,1,7,0,67.84022
7030948057,104980742,74,TRUE,11,2,177,514,1,1,0.5510204,1,0,1,0,71.4564
7030948057,159878894,50,TRUE,5,12,58,325,0,0,0.46938777,4,0,5,0,34.80257
7030948057,NA,95,TRUE,16,7,173,551,10,0,0.4489796,1,0,1,0,25.715578
7030948057,NA,67,TRUE,13,7,126,459,0,0,0.6938776,0,0,3,0,0
7030948057,153702140,5,FALSE,1,17,24,212,0,0,0.5151515,6,2,6,0,71.553185
7030948057,NA,41,FALSE,7,7,187,448,1,0,0.45454547,0,1,3,1,10.214109
7030948057,30232709,105,FALSE,4,10,82,315,1,0,0.6363636,6,1,1,0,3.1500244
7030948057,NA,63,FALSE,17,8,199,569,0,0,0.75757575,3,0,9,0,0
7030948057,NA,137,FALSE,2,8,107,315,0,0,0.57575756,0,0,2,0,58.696682
