match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7033614457,159878894,104,TRUE,11,3,116,469,1,0,0.6551724,0,0,2,0,0
7033614457,NA,112,TRUE,2,2,32,270,0,0,0.6551724,6,0,2,0,27.693237
7033614457,100770879,83,TRUE,3,1,25,264,0,0,0.7586207,5,5,8,0,20.228394
7033614457,NA,56,TRUE,7,1,200,596,5,0,0.62068963,0,1,1,0,15.029663
7033614457,122307437,76,TRUE,6,2,150,519,3,1,0.55172414,2,0,6,0,110.40718
7033614457,NA,15,FALSE,3,7,80,278,0,0,0.6666667,0,0,0,1,0
7033614457,NA,8,FALSE,2,4,96,270,0,0,0.7777778,0,0,2,0,0
7033614457,NA,26,FALSE,3,9,23,184,0,0,0.6666667,4,0,3,0,89.27848
7033614457,NA,23,FALSE,1,3,90,264,0,0,0.33333334,1,0,4,0,37.590927
7033614457,NA,84,FALSE,0,6,20,156,0,0,0.7777778,5,0,2,0,27.626587
