match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7029565148,NA,74,TRUE,9,8,242,495,5,0,0.5081967,3,0,7,0,116.34998
7029565148,105125494,16,TRUE,12,9,268,506,1,0,0.5409836,0,0,3,0,73.13277
7029565148,NA,93,TRUE,15,10,387,589,3,0,0.55737704,0,0,4,0,18.028202
7029565148,57011688,101,TRUE,13,9,48,367,0,0,0.60655737,0,0,4,0,27.864992
7029565148,134255573,5,TRUE,9,8,85,355,0,0,0.55737704,21,1,5,0,79.79539
7029565148,NA,105,FALSE,7,14,105,375,0,0,0.4318182,11,0,12,0,25.255787
7029565148,NA,10,FALSE,19,8,434,751,4,2,0.6136364,0,0,8,1,6.2650805
7029565148,109475457,18,FALSE,6,8,543,672,2,0,0.47727272,0,2,6,0,38.220055
7029565148,169370749,50,FALSE,2,13,40,291,0,0,0.47727272,15,4,10,0,26.441893
7029565148,1249741011,137,FALSE,10,18,366,581,1,0,0.59090906,0,2,6,0,111.86601
