match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7029068609,158665067,26,TRUE,5,11,9,215,0,0,0.53333336,5,3,4,0,120.25391
7029068609,NA,11,TRUE,6,10,375,567,2,0,0.43333334,0,1,3,0,0
7029068609,NA,27,TRUE,2,17,39,212,0,0,0.5,9,1,0,0,105.09356
7029068609,103940239,22,TRUE,7,3,250,466,0,0,0.73333335,2,0,5,0,23.659994
7029068609,86681577,2,TRUE,10,8,152,379,0,0,0.6,0,1,1,0,0
7029068609,104980742,29,FALSE,9,7,200,486,1,0,0.67346936,1,0,3,0,56.08379
7029068609,169370749,50,FALSE,2,11,54,286,0,0,0.59183675,17,1,5,1,29.585697
7029068609,109475457,15,FALSE,18,2,387,720,2,0,0.7346939,0,0,7,0,8.696397
7029068609,1249741011,17,FALSE,15,5,283,598,3,2,0.6530612,2,4,17,0,36.927387
7029068609,100770879,123,FALSE,5,5,72,335,0,0,0.6530612,0,2,8,0,50.36631
