match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7021363957,NA,9,TRUE,6,10,199,399,0,0,0.5873016,6,0,11,0,202.3647
7021363957,NA,81,TRUE,17,11,406,587,0,0,0.5873016,1,0,2,0,143.51639
7021363957,NA,53,TRUE,20,10,633,813,8,4,0.6984127,0,0,8,0,79.85608
7021363957,114980487,83,TRUE,8,8,128,397,1,0,0.6666667,19,2,7,0,206.42761
7021363957,426784505,14,TRUE,12,7,297,526,0,0,0.52380955,4,0,17,0,96.2202
7021363957,NA,72,FALSE,13,13,250,432,0,0,0.6304348,7,0,6,0,91.87842
7021363957,169370749,64,FALSE,3,12,139,366,0,0,0.5869565,21,1,6,0,140.4845
7021363957,109475457,6,FALSE,9,10,747,735,4,0,0.6086956,0,0,7,0,0
7021363957,NA,25,FALSE,9,15,682,678,0,0,0.45652175,2,0,8,0,179.55423
7021363957,355958470,2,FALSE,10,13,619,681,0,0,0.5,0,0,5,1,0
