match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7028077898,NA,30,TRUE,8,9,88,381,1,0,0.41509435,10,0,7,0,48.42108
7028077898,100770879,87,TRUE,2,11,38,272,1,0,0.41509435,8,3,1,0,0
7028077898,165952835,23,TRUE,12,8,420,718,3,0,0.4528302,0,1,13,0,46.71344
7028077898,87197928,29,TRUE,5,3,159,426,0,0,0.5849057,0,0,3,1,51.091793
7028077898,1039139640,53,TRUE,25,9,415,959,4,1,0.6981132,0,0,0,0,50.97685
7028077898,NA,22,FALSE,14,11,243,570,0,0,0.8,1,2,5,0,28.856388
7028077898,NA,64,FALSE,1,7,55,190,0,0,0.325,9,4,8,0,62.699867
7028077898,845949007,85,FALSE,10,15,178,415,0,0,0.575,0,0,1,0,0
7028077898,239437909,1,FALSE,8,6,402,579,1,0,0.35,0,1,3,0,32.15994
7028077898,1282387402,14,FALSE,4,14,65,280,0,0,0.475,8,0,5,0,68.4527
