match_id,account_id,hero_id,isRadiant,kills,deaths,last_hits,gold_per_min,towers_killed,roshans_killed,teamfight_participation,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns
7023532170,NA,135,TRUE,5,13,88,307,0,0,0.5,0,1,0,0,28.777302
7023532170,859334930,7,TRUE,2,12,41,253,0,0,0.53125,9,2,3,0,101.69942
7023532170,NA,84,TRUE,8,9,146,503,0,0,0.6875,3,0,6,0,39.424194
7023532170,100770879,50,TRUE,5,10,17,233,0,0,0.5625,6,0,2,1,10.757017
7023532170,109475457,41,TRUE,9,8,233,507,2,1,0.65625,0,0,2,0,23.51971
7023532170,NA,71,FALSE,9,10,87,418,0,0,0.6730769,4,1,5,0,112.87794
7023532170,NA,48,FALSE,10,7,216,543,2,0,0.42307693,4,0,11,0,32.468994
7023532170,NA,35,FALSE,25,2,358,807,5,0,0.71153843,0,0,5,0,0.033315428
7023532170,NA,2,FALSE,8,10,133,448,1,0,0.42307693,0,0,2,0,0
7023532170,1069211702,91,FALSE,0,3,26,297,1,0,0.59615386,10,1,6,0,0
